ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11230,동대문구,11000,이문동,1,대지,0311,0000,래미안이문2차,2024-04-06,70500,59.79,0.0,2.0,,20240406,2004,아파트,중개거래,서울 동대문구
2024,11710,송파구,10800,문정동,1,대지,0652,0001,프라비다옥토,2024-04-05,18000,19.74,29.29,8.0,,,2016,오피스텔,직거래,
2024,11620,관악구,10200,신림동,1,대지,1572,0013,금호맨션9차,2024-04-05,30000,60.44,30.64,3.0,,,2002,연립다세대,중개거래,서울 관악구
2024,11410,서대문구,11100,홍제동,1,대지,0331,0000,홍제현대,2024-04-05,74600,75.15,0.0,8.0,,,1992,아파트,중개거래,서울 서대문구
2024,11110,종로구,18300,평창동,1,대지,0046,0001,크래스빌,2024-04-05,102000,175.81,0.0,2.0,,,2003,아파트,중개거래,서울 종로구
2024,11650,서초구,10800,서초동,1,대지,1337,0021,현대썬앤빌 서초,2024-04-05,20000,19.42,28.04,8.0,,,2015,오피스텔,직거래,
2024,11650,서초구,10200,양재동,1,대지,0300,0013,극동빌라,2024-04-05,45000,30.44,14.31,3.0,,,1993,연립다세대,중개거래,서울 강남구
2024,11440,마포구,10400,도화동,1,대지,0173,0000,삼창주택,2024-04-05,13000,24.24,24.24,13.0,,,1987,오피스텔,중개거래,서울 마포구
2024,11740,강동구,10500,길동,1,대지,0415,0016,청광플러스원큐브3차,2024-04-05,11500,17.69,25.11,4.0,,,2014,오피스텔,직거래,
2024,11680,강남구,10600,대치동,1,대지,0943,0024,신안메트로칸,2024-04-05,28000,30.11,43.48,12.0,,,2004,오피스텔,중개거래,서울 서초구
2024,11110,종로구,13700,낙원동,1,대지,0058,0001,종로오피스텔,2024-04-05,14900,25.2,32.58,6.0,,,1994,오피스텔,중개거래,서울 종로구
2024,11305,강북구,10300,수유동,1,대지,0698,0005,다올자리,2024-04-05,22300,29.13,13.45,6.0,,,2019,연립다세대,직거래,
2024,11290,성북구,13800,장위동,1,대지,0219,0206,시온아트빌,2024-04-05,21000,52.67,42.88,5.0,,,2016,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,0610,0468,금성빌라(610-468),2024-04-05,15000,40.08,16.7,2.0,,,1996,연립다세대,중개거래,서울 관악구
2024,11530,구로구,10200,구로동,1,대지,0110,0000,종인아네스트,2024-04-05,10000,16.04,0.0,20.0,,,2012,아파트,직거래,
2024,11500,강서구,10200,등촌동,1,대지,0515,0025,래안빌,2024-04-05,14220,17.16,15.14,5.0,,,2019,연립다세대,직거래,
2024,11500,강서구,10500,마곡동,1,대지,0784,0006,마곡대명투웨니퍼스트,2024-04-05,12650,17.96,26.31,3.0,,,2015,오피스텔,중개거래,서울 강서구
2024,11500,강서구,10500,마곡동,1,대지,0784,0013,아르디에,2024-04-05,13000,18.59,24.56,2.0,,,2015,오피스텔,직거래,
2024,11380,은평구,10400,갈현동,1,대지,0445,0009,(445-9),2024-04-05,12500,24.17,13.98,5.0,,,2013,연립다세대,중개거래,서울 은평구
2024,11440,마포구,12500,성산동,1,대지,0200,0000,화이트빌,2024-04-04,42000,43.97,34.5,2.0,,,2015,연립다세대,중개거래,서울 마포구
2024,11350,노원구,10500,상계동,1,대지,0740,0000,상계주공2(고층),2024-04-04,30000,58.01,0.0,1.0,,,1987,아파트,직거래,
2024,11590,동작구,10700,사당동,1,대지,0316,0099,해피하우스B,2024-04-04,21000,35.01,20.65,5.0,,,2015,연립다세대,중개거래,서울 동작구
2024,11350,노원구,10600,중계동,1,대지,0363,0000,대림벽산(363),2024-04-04,142000,141.45,0.0,4.0,,,1993,아파트,중개거래,서울 노원구
2024,11440,마포구,10200,공덕동,1,대지,0467,0000,롯데캐슬 프레지던트,2024-04-04,210000,252.7,323.61,22.0,,,2009,오피스텔,중개거래,서울 마포구
2024,11320,도봉구,10700,창동,1,대지,0338,0000,창동신원리베르텔,2024-04-04,15000,30.8,39.04,12.0,,,2003,오피스텔,중개거래,서울 도봉구
2024,11500,강서구,10300,화곡동,1,대지,0046,0175,범진빌라,2024-04-04,13200,41.64,21.46,1.0,,,1993,연립다세대,중개거래,서울 강서구
2024,11680,강남구,10100,역삼동,1,대지,0677,0004,역삼동 677-4 업무시설 (김창환),2024-04-04,15080,18.22,36.5,4.0,,,2012,오피스텔,중개거래,서울 강남구
2024,11260,중랑구,10100,면목동,1,대지,1516,0000,면목삼익아파트,2024-04-04,77200,111.94,0.0,8.0,,,1997,아파트,직거래,
2024,11740,강동구,10700,암사동,1,대지,0414,0002,롯데캐슬퍼스트,2024-04-04,125000,84.98,0.0,12.0,,,2008,아파트,중개거래,서울 강동구
2024,11230,동대문구,10600,장안동,1,대지,0329,0003,래미안장안2차,2024-04-04,80000,64.85,0.0,17.0,,,2007,아파트,중개거래,서울 동대문구
2024,11740,강동구,10800,성내동,1,대지,0465,0015,유원(465-15),2024-04-04,54500,60.39,54.94,3.0,,,1989,연립다세대,중개거래,서울 강동구
2024,11650,서초구,10800,서초동,1,대지,1757,0000,서초그랑자이,2024-04-04,382000,119.41,0.0,21.0,,,2021,아파트,중개거래,서울 서초구
2024,11530,구로구,10200,구로동,1,대지,0685,0223,주공2,2024-04-04,68000,54.9,0.0,8.0,,,1987,아파트,중개거래,서울 구로구
2024,11545,금천구,10300,시흥동,1,대지,0220,0038,금강파크빌에이동비동,2024-04-04,27000,45.51,33.51,4.0,,,2019,연립다세대,중개거래,서울 금천구
2024,11230,동대문구,10400,전농동,1,대지,0006,0000,전농우성,2024-04-04,59500,59.78,0.0,4.0,,,1992,아파트,중개거래,서울 동대문구
2024,11350,노원구,10200,월계동,1,대지,0951,0000,월계센트럴아이파크,2024-04-04,75500,59.99,0.0,3.0,,,2020,아파트,중개거래,서울 노원구
2024,11545,금천구,10200,독산동,1,대지,1072,0050,화담빌B,2024-04-03,25500,38.31,24.64,5.0,,,2017,연립다세대,중개거래,서울 금천구
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,48800,57.1,33.75,3.0,,,2024,연립다세대,직거래,
2024,11215,광진구,10700,화양동,1,대지,0018,0009,화양 디펠리체,2024-04-03,19350,20.42,35.36,17.0,,,2019,오피스텔,중개거래,서울 광진구
2024,11620,관악구,10100,봉천동,1,대지,1697,0000,선경,2024-04-03,38000,50.49,0.0,7.0,,,1996,아파트,직거래,
2024,11620,관악구,10100,봉천동,1,대지,1000,0000,현대(관악),2024-04-03,65700,58.59,0.0,9.0,,,1992,아파트,중개거래,서울 관악구
2024,11440,마포구,12500,성산동,1,대지,0165,0085,(165-85),2024-04-03,27000,17.16,19.82,3.0,,,2023,연립다세대,직거래,
2024,11305,강북구,10100,미아동,1,대지,0258,0732,한일,2024-04-03,33500,54.99,0.0,1.0,,,1990,아파트,중개거래,서울 강북구
2024,11320,도봉구,10500,쌍문동,1,대지,0494,0008,금성빌라(494-8),2024-04-03,16500,39.69,17.52,1.0,,,1993,연립다세대,중개거래,서울 도봉구
2024,11410,서대문구,11800,홍은동,1,대지,0202,0005,"현대(1,2차)",2024-04-03,75000,84.77,0.0,2.0,,,1988,아파트,중개거래,서울 서대문구
2024,11410,서대문구,11800,홍은동,1,대지,0188,0086,(188-86),2024-04-03,9000,32.94,17.5,3.0,,,1986,연립다세대,직거래,
2024,11530,구로구,10700,개봉동,1,대지,0481,0000,현대,2024-04-03,64000,59.94,0.0,19.0,,,2001,아파트,직거래,
2024,11500,강서구,10100,염창동,1,대지,0289,0000,신동아,2024-04-03,62000,59.82,0.0,4.0,,,1995,아파트,직거래,
2024,11650,서초구,10800,서초동,1,대지,1327,0027,강남역 한화오벨리스크,2024-04-03,25000,33.58,45.28,9.0,,,2003,오피스텔,중개거래,서울 서초구
2024,11290,성북구,10300,돈암동,1,대지,0603,0000,돈암동더샵아파트,2024-04-03,68000,84.82,0.0,2.0,,,2006,아파트,중개거래,서울 성북구
2024,11740,강동구,10900,천호동,1,대지,0451,0000,이안 강동 컴홈스테이,2024-04-03,24000,22.83,36.72,8.0,,,2021,오피스텔,중개거래,서울 강동구
2024,11620,관악구,10100,봉천동,1,대지,0180,0384,평안빌리지,2024-04-03,16500,42.3,19.6,2.0,,,1993,연립다세대,직거래,
2024,11590,동작구,10800,대방동,1,대지,0377,0001,대방홈타운,2024-04-03,49000,69.99,0.0,4.0,,,2004,아파트,중개거래,서울 동작구
2024,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,2024-04-03,153000,121.98,0.0,6.0,,,2014,아파트,중개거래,서울 동대문구
2024,11410,서대문구,10200,충정로3가,1,대지,0465,0000,충정리시온,2024-04-03,17500,29.56,47.74,4.0,,,2004,오피스텔,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,0362,0065,이엘하우스,2024-04-03,30000,27.35,16.39,2.0,,,2022,연립다세대,직거래,
2024,11320,도봉구,10600,방학동,1,대지,0713,0000,브라운스톤방학아파트,2024-04-03,66000,84.9,0.0,19.0,,,2003,아파트,중개거래,서울 도봉구
2024,11530,구로구,10200,구로동,1,대지,0752,0010,(752-10),2024-04-03,7600,25.53,0.0,5.0,,,1996,아파트,직거래,
2024,11440,마포구,11000,노고산동,1,대지,0107,0017,우정마샹스 오피스텔,2024-04-03,11700,18.72,18.72,12.0,,,2006,오피스텔,중개거래,서울 마포구
2024,11440,마포구,10500,용강동,1,대지,0508,0000,이편한세상마포리버파크,2024-04-03,153800,59.98,0.0,19.0,,,2016,아파트,중개거래,서울 마포구
2024,11560,영등포구,10200,영등포동1가,1,대지,0145,0000,내이처해밀,2024-04-03,12700,14.89,0.0,10.0,,,2012,아파트,중개거래,서울 영등포구
2024,11200,성동구,10500,마장동,1,대지,0784,0000,세림,2024-04-03,69000,40.86,0.0,5.0,,,1986,아파트,중개거래,서울 성동구
2024,11290,성북구,13300,정릉동,1,대지,0314,0000,초원빌리지,2024-04-03,20900,28.43,23.14,2.0,,,2019,연립다세대,중개거래,서울 성북구
2024,11305,강북구,10200,번동,1,대지,0148,0092,광신주택B,2024-04-03,19700,28.09,23.98,2.0,,,1989,연립다세대,중개거래,서울 강북구
2024,11380,은평구,10700,응암동,1,대지,0111,0061,백명 TRENDY,2024-04-03,12500,37.84,45.5,4.0,,,2003,오피스텔,중개거래,서울 은평구
2024,11260,중랑구,10600,신내동,1,대지,0437,0000,벽산,2024-04-03,56000,84.93,0.0,15.0,,,2000,아파트,중개거래,서울 중랑구
2024,11560,영등포구,10800,영등포동7가,1,대지,0094,0329,넥스빌1,2024-04-03,9850,25.81,33.25,6.0,,,2002,오피스텔,중개거래,서울 영등포구
2024,11500,강서구,10900,방화동,1,대지,0830,0001,에어뷰21-2오피스텔,2024-04-03,7950,26.22,30.6,10.0,,,1999,오피스텔,중개거래,서울 강서구
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,36500,42.78,25.28,6.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,35250,43.92,25.96,6.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,42850,49.0,28.96,3.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,42350,49.0,28.96,2.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,42850,49.0,28.96,4.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,41150,49.22,29.09,5.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,42450,53.73,31.76,5.0,,,2024,연립다세대,직거래,
2024,11500,강서구,10500,마곡동,1,대지,0793,0002,갤럭시인텔리젼스,2024-04-03,12200,19.48,30.0,7.0,,,2015,오피스텔,중개거래,서울 강서구
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,48800,57.1,33.75,4.0,,,2024,연립다세대,직거래,
2024,11410,서대문구,11800,홍은동,1,대지,0407,0002,에이스하임,2024-04-03,48300,57.1,33.75,2.0,,,2024,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,0611,0171,푸르미르빌,2024-04-02,27950,49.71,27.0,2.0,,,2012,연립다세대,중개거래,서울 관악구
2024,11305,강북구,10100,미아동,1,대지,0258,0162,258-162,2024-04-02,15500,24.37,34.47,1.0,,,2022,연립다세대,중개거래,서울 강북구
2024,11590,동작구,10700,사당동,,,,,,2024-04-02,57800,147.87,96.0,0.0,,,1994,단독다가구,직거래,
2024,11740,강동구,10500,길동,1,대지,0385,0001,예건타워빌,2024-04-02,23500,36.02,0.0,8.0,,,2005,아파트,직거래,
2024,11470,양천구,10200,목동,1,대지,0614,0009,한울팰리스,2024-04-02,25000,35.72,41.44,4.0,,,2018,오피스텔,중개거래,서울 양천구
2024,11380,은평구,10200,녹번동,1,대지,0144,0041,명진하이트빌,2024-04-02,24000,24.81,17.02,3.0,,,2017,연립다세대,중개거래,서울 은평구
2024,11110,종로구,17500,숭인동,1,대지,0715,0001,필립하우스,2024-04-02,38000,41.97,26.57,3.0,,,2016,연립다세대,중개거래,서울 종로구
2024,11305,강북구,10100,미아동,1,대지,0258,0021,태청주택라동,2024-04-02,15000,45.54,33.67,1.0,,,1990,연립다세대,중개거래,서울 강북구
2024,11260,중랑구,10500,망우동,1,대지,0579,0000,한울네세창,2024-04-02,48000,84.76,0.0,1.0,,,2005,아파트,중개거래,서울 중랑구
2024,11380,은평구,10900,신사동,1,대지,0021,0014,거성리젠시,2024-04-02,49300,51.39,0.0,4.0,,,2023,아파트,직거래,
2024,11320,도봉구,10800,도봉동,1,대지,0030,0001,한신,2024-04-02,51800,84.94,0.0,17.0,,,1995,아파트,중개거래,서울 도봉구
2024,11170,용산구,10700,동자동,1,대지,0056,0000,트윈시티 남산,2024-04-02,43000,29.95,47.87,28.0,,,2015,오피스텔,중개거래,서울 용산구
2024,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),2024-04-02,49000,49.6,0.0,13.0,,,1999,아파트,중개거래,서울 노원구
2024,11215,광진구,10300,구의동,1,대지,0079,0003,동남그린빌라,2024-04-02,22600,63.72,30.7,-1.0,,,1997,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,0184,0030,골드스타,2024-04-02,17500,20.3,12.98,3.0,,,2018,연립다세대,중개거래,서울 중랑구
2024,11530,구로구,10800,오류동,1,대지,0001,0020,정인빌라(1-20),2024-04-02,17400,56.84,57.02,1.0,,,1996,연립다세대,중개거래,서울 구로구
2024,11560,영등포구,11000,여의도동,1,대지,0013,0000,여의도파라곤,2024-04-02,30000,34.21,49.44,12.0,,,2005,오피스텔,중개거래,서울 영등포구
2024,11740,강동구,10500,길동,1,대지,0357,0012,태양빌라,2024-04-02,48200,94.64,49.94,2.0,,,1995,연립다세대,중개거래,서울 강동구
2024,11710,송파구,10500,석촌동,1,대지,0284,0013,트윈캐슬B동,2024-04-02,29500,29.93,18.5,2.0,,,2014,연립다세대,중개거래,서울 송파구
2024,11500,강서구,10300,화곡동,1,대지,0382,0025,태한하이빌(382-25),2024-04-02,16000,26.62,17.31,2.0,,,2017,연립다세대,중개거래,서울 강서구
2024,11530,구로구,10700,개봉동,1,대지,0345,0006,거목빌라(345-6),2024-04-02,28300,67.84,40.98,2.0,,,1992,연립다세대,중개거래,서울 구로구
2024,11305,강북구,10200,번동,1,대지,0148,0406,전주2차,2024-04-02,18000,35.43,27.0,1.0,,,1990,연립다세대,중개거래,서울 강북구
2024,11305,강북구,10100,미아동,1,대지,0258,0162,258-162,2024-04-02,14000,17.94,25.38,2.0,,,2022,연립다세대,중개거래,서울 강북구
2024,11440,마포구,11500,상수동,1,대지,0396,0000,상수두산위브,2024-04-02,130000,84.79,0.0,22.0,,,2004,아파트,중개거래,서울 마포구
2024,11320,도봉구,10600,방학동,1,대지,0271,0001,신동아아파트1,2024-04-02,37500,53.16,0.0,12.0,,,1986,아파트,중개거래,서울 도봉구
2024,11440,마포구,12100,동교동,1,대지,0156,0002,마젤란21 오피스텔,2024-04-02,21000,40.32,56.02,7.0,,,2002,오피스텔,중개거래,서울 마포구
2024,11350,노원구,10600,중계동,1,대지,0369,0000,주공2,2024-04-02,34450,44.52,0.0,2.0,,,1992,아파트,중개거래,서울 노원구
2024,11230,동대문구,10600,장안동,1,대지,0416,0001,에스아이팰리스장안센텀,2024-04-02,21600,13.08,0.0,11.0,,,2020,아파트,직거래,
2024,11740,강동구,10500,길동,1,대지,0456,0004,다성이즈빌,2024-04-02,15300,18.98,26.41,2.0,,,2018,오피스텔,직거래,
2024,11440,마포구,10200,공덕동,1,대지,0461,0000,마포 신영 지웰,2024-04-02,29800,30.09,42.03,17.0,,,2004,오피스텔,중개거래,서울 마포구
2024,11380,은평구,10500,구산동,1,대지,0017,0046,동양맨션(17-46),2024-04-02,31200,78.2,45.75,3.0,,,2001,연립다세대,중개거래,서울 은평구
2024,11305,강북구,10100,미아동,1,대지,0258,0162,258-162,2024-04-02,19500,28.24,39.95,2.0,,,2022,연립다세대,중개거래,서울 강북구
2024,11620,관악구,10200,신림동,1,대지,1716,0000,청광,2024-04-02,47500,59.91,0.0,7.0,,,2000,아파트,중개거래,서울 관악구
2024,11215,광진구,10500,자양동,1,대지,0633,0007,대원캐슬,2024-04-02,40000,29.64,19.1,2.0,,,2021,연립다세대,중개거래,서울 광진구
2024,11380,은평구,11400,진관동,1,대지,0060,0000,은평뉴타운솔하임,2024-04-02,53500,45.03,0.0,8.0,,,2017,아파트,중개거래,서울 은평구
2024,11500,강서구,10300,화곡동,1,대지,0379,0036,남성아트빌,2024-04-02,29500,38.3,22.37,6.0,,,2016,연립다세대,중개거래,서울 강서구
2024,11305,강북구,10100,미아동,1,대지,0258,0162,258-162,2024-04-02,17500,29.41,41.6,1.0,,,2022,연립다세대,중개거래,서울 강북구
2024,11440,마포구,12500,성산동,1,대지,0165,0085,(165-85),2024-04-02,30000,17.16,19.82,3.0,,,2023,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0350,0010,뫼비우스(350-10),2024-04-02,23000,33.93,19.96,3.0,,,2017,연립다세대,직거래,
2024,11620,관악구,10100,봉천동,1,대지,0041,0550,관전아트빌(41-550),2024-04-02,31000,42.07,19.17,3.0,,,2002,연립다세대,중개거래,서울 관악구
2024,11320,도봉구,10600,방학동,1,대지,0666,0007,아띠랑스에코타운,2024-04-02,24100,48.13,26.78,4.0,,,2017,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,0341,0009,드림하우스(341-9),2024-04-02,19200,37.12,25.5,6.0,,,2014,연립다세대,중개거래,서울 중랑구
2024,11305,강북구,10100,미아동,1,대지,0258,0162,258-162,2024-04-02,21000,37.89,53.6,3.0,,,2022,연립다세대,중개거래,서울 강북구
2024,11740,강동구,10900,천호동,1,대지,0451,0020,오피스텔 트레벨,2024-04-02,12600,26.33,35.89,8.0,,,2003,오피스텔,중개거래,서울 강동구
2024,11200,성동구,11500,성수동2가,1,대지,0712,0000,청구강변1,2024-04-02,208000,84.87,0.0,21.0,,,1994,아파트,중개거래,서울 성동구
2024,11530,구로구,10700,개봉동,1,대지,0367,0013,이화빌라(367-13),2024-04-02,17300,36.96,32.45,1.0,,,1990,연립다세대,직거래,
2024,11500,강서구,10800,공항동,1,대지,0059,0012,(59-12),2024-04-02,30000,54.71,41.38,3.0,,,2011,연립다세대,중개거래,서울 강서구
2024,11350,노원구,10600,중계동,1,대지,0583,0000,금호타운(583),2024-04-02,49500,59.52,0.0,5.0,,,1997,아파트,중개거래,서울 노원구
2024,11230,동대문구,11000,이문동,1,대지,0064,0000,쌍용,2024-04-02,76300,84.89,0.0,24.0,,,2000,아파트,중개거래,서울 동대문구
2024,11710,송파구,11100,방이동,1,대지,0098,0009,그린파크빌아파트,2024-04-02,61000,84.56,0.0,3.0,,,2002,아파트,직거래,
2024,11410,서대문구,12000,남가좌동,1,대지,0385,0000,DMC파크뷰자이1단지,2024-04-02,122000,84.97,0.0,7.0,,,2015,아파트,중개거래,서울 서대문구
2024,11290,성북구,13600,하월곡동,1,대지,0090,1128,퀸즈빌2차,2024-04-02,26500,29.98,17.71,4.0,,,2017,연립다세대,중개거래,서울 성북구
2024,11470,양천구,10200,목동,1,대지,0654,0001,루아808,2024-04-02,36000,23.23,15.58,2.0,,,2023,연립다세대,직거래,
2024,11320,도봉구,10800,도봉동,1,대지,0566,0020,동일맨션(566-20),2024-04-02,19500,57.48,28.75,5.0,,,2003,연립다세대,중개거래,서울 도봉구
2024,11320,도봉구,10600,방학동,1,대지,0666,0007,아띠랑스에코타운,2024-04-02,23000,51.6,28.73,2.0,,,2017,연립다세대,직거래,
2024,11590,동작구,10200,상도동,1,대지,0134,0206,상도그린빌라(134-205),2024-04-02,22000,37.62,27.27,3.0,,,2003,연립다세대,중개거래,서울 동작구
2024,11320,도봉구,10500,쌍문동,1,대지,0715,0008,우방이지빌,2024-04-02,16500,49.29,35.13,2.0,,,2014,연립다세대,직거래,
2024,11410,서대문구,11900,북가좌동,1,대지,0003,0086,이안쉐르빌(7차),2024-04-02,16800,37.87,19.32,4.0,,,2008,연립다세대,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,1045,0013,로얄하이츠(1045-13),2024-04-02,20000,49.68,29.64,5.0,,,2008,연립다세대,직거래,
2024,11230,동대문구,10300,제기동,1,대지,0146,0019,한강뉴스타,2024-04-01,27500,29.81,15.73,6.0,,,2018,연립다세대,직거래,
2024,11530,구로구,10700,개봉동,1,대지,0337,0020,덕성하이빌,2024-04-01,15000,29.89,19.36,2.0,,,2011,연립다세대,중개거래,서울 구로구
2024,11590,동작구,10500,흑석동,1,대지,0335,0000,흑석한강센트레빌,2024-04-01,159000,84.91,0.0,7.0,,20240403,2011,아파트,중개거래,서울 동작구
2024,11110,종로구,16800,동숭동,1,대지,0006,0004,(6-4),2024-04-01,24000,37.57,15.88,1.0,,,1995,연립다세대,중개거래,서울 종로구
2024,11140,중구,15700,산림동,,,,,,2024-04-01,332600,46.28,72.1,0.0,,,null,단독다가구,직거래,
2024,11110,종로구,16800,동숭동,1,대지,0006,0004,(6-4),2024-04-01,24000,37.57,15.88,3.0,,,1995,연립다세대,중개거래,서울 종로구
2024,11470,양천구,10300,신월동,1,대지,0080,0005,비에스하우징3차,2024-04-01,18900,27.96,16.35,6.0,,,2019,연립다세대,직거래,
2024,11110,종로구,16800,동숭동,1,대지,0006,0004,(6-4),2024-04-01,24000,37.57,15.88,4.0,,,1995,연립다세대,중개거래,서울 종로구
2024,11680,강남구,10600,대치동,1,대지,0943,0024,신안메트로칸,2024-04-01,23900,26.73,38.63,7.0,,,2004,오피스텔,중개거래,서울 강남구
2024,11440,마포구,11200,현석동,1,대지,0225,0000,래미안웰스트림,2024-04-01,260000,114.95,0.0,23.0,,,2016,아파트,중개거래,서울 마포구
2024,11560,영등포구,13200,신길동,1,대지,4964,0000,신길센트럴자이아파트,2024-04-01,112000,59.98,0.0,8.0,,,2021,아파트,중개거래,서울 영등포구
2024,11110,종로구,16800,동숭동,1,대지,0006,0004,(6-4),2024-04-01,24000,37.57,15.88,2.0,,,1995,연립다세대,중개거래,서울 종로구
2024,11620,관악구,10200,신림동,1,대지,0610,0309,신안주택,2024-04-01,9500,36.86,20.63,-1.0,,,1990,연립다세대,중개거래,서울 관악구
2024,11560,영등포구,13200,신길동,1,대지,0022,0005,대우 디오빌 골든뷰 오피스텔,2024-04-01,17300,28.29,37.79,7.0,,,2004,오피스텔,중개거래,서울 송파구
2024,11110,종로구,18300,평창동,1,대지,0329,0002,럭키평창빌라,2024-04-01,57000,62.82,90.83,2.0,,,1986,연립다세대,직거래,
2024,11530,구로구,10800,오류동,1,대지,0289,0004,삼성원빌3차,2024-04-01,25000,48.0,28.59,6.0,,,2013,연립다세대,중개거래,서울 구로구
2024,11740,강동구,10500,길동,1,대지,0376,0019,재경빌라(나동),2024-04-01,27500,47.4,29.5,3.0,,,1987,연립다세대,중개거래,서울 강동구
2024,11230,동대문구,10500,답십리동,1,대지,1013,0000,래미안미드카운티,2024-04-01,125500,84.99,0.0,15.0,,,2019,아파트,중개거래,서울 성동구
2024,11710,송파구,11300,거여동,1,대지,0697,0000,송파시그니처롯데캐슬,2024-04-01,137000,84.98,0.0,20.0,,,2021,아파트,중개거래,서울 송파구
2024,11710,송파구,10700,가락동,1,대지,0140,0000,가락(1차)쌍용아파트,2024-04-01,134000,84.69,0.0,20.0,,,1997,아파트,중개거래,서울 송파구
2024,11110,종로구,11300,필운동,1,대지,0285,0005,파크뷰타워,2024-04-01,19500,25.86,38.1,7.0,,,1998,오피스텔,중개거래,서울 종로구
2024,11740,강동구,10900,천호동,1,대지,0391,0016,더존예가,2024-04-01,40500,43.11,28.23,6.0,,,2016,연립다세대,중개거래,서울 강동구
2024,11200,성동구,10900,금호동1가,1,대지,0131,0004,(131-4),2024-04-01,28000,41.58,17.0,1.0,,,1996,연립다세대,중개거래,서울 광진구
2024,11500,강서구,10200,등촌동,1,대지,0571,0001,예성주택,2024-04-01,21800,35.29,23.53,2.0,,,2017,연립다세대,중개거래,서울 양천구
2024,11230,동대문구,10200,용두동,1,대지,0787,0000,동의보감타워,2024-04-01,16000,36.02,49.34,14.0,,,2005,오피스텔,중개거래,서울 동대문구
2024,11440,마포구,10800,대흥동,1,대지,0500,0006,자슬린하우스,2024-04-01,43000,28.54,20.41,4.0,,,2021,연립다세대,중개거래,서울 강남구
2024,11620,관악구,10200,신림동,1,대지,1638,0032,(1638-32),2024-04-01,13000,43.51,64.09,10.0,,,1992,오피스텔,중개거래,서울 관악구
2024,11350,노원구,10600,중계동,1,대지,0364,0000,동진신안,2024-04-01,143000,134.74,0.0,3.0,,,1993,아파트,중개거래,서울 노원구
2024,11470,양천구,10200,목동,1,대지,0318,0039,목동비바체(318-39),2024-04-01,22000,50.94,39.8,2.0,,,2014,연립다세대,중개거래,서울 양천구
2024,11560,영등포구,10500,영등포동4가,1,대지,0443,0000,영등포 센트럴 푸르지오 시티,2024-04-01,21000,29.75,41.85,12.0,,,2013,오피스텔,직거래,
2024,11560,영등포구,10800,영등포동7가,1,대지,0094,0064,영등포 리버텔,2024-04-01,13100,27.75,39.63,12.0,,,2004,오피스텔,중개거래,서울 영등포구
2024,11470,양천구,10300,신월동,1,대지,0439,0013,뉴선경가,2024-04-01,17000,41.05,24.98,1.0,,,1988,연립다세대,중개거래,서울 양천구
2024,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,2024-04-01,90000,59.98,0.0,18.0,,,2020,아파트,직거래,
2024,11380,은평구,10100,수색동,1,대지,0417,0000,DMC롯데캐슬더퍼스트,2024-04-01,85200,59.96,0.0,13.0,,,2021,아파트,중개거래,서울 은평구
2024,11380,은평구,10700,응암동,1,대지,0766,0000,백련산파크자이,2024-04-01,62800,49.76,0.0,17.0,,,2021,아파트,중개거래,서울 은평구
2024,11410,서대문구,11100,홍제동,1,대지,0463,0000,문화촌현대,2024-04-01,38500,59.94,0.0,1.0,,,2002,아파트,직거래,
2024,11530,구로구,10700,개봉동,1,대지,0278,0012,로얄하이츠(278-12),2024-04-01,21000,28.59,18.77,3.0,,,2018,연립다세대,중개거래,서울 구로구
